dpurp,mode,hh_county,trexpfac
Escort,Transit,Pierce,856.0
Escort,Transit,Snohomish,541.0
Escort,School Bus,King,2173.0
Escort,School Bus,Kitsap,246.0
Escort,School Bus,Pierce,832.0
Escort,School Bus,Snohomish,874.0
Escort,TNC,King,1136.0
Escort,TNC,Kitsap,94.0
Escort,TNC,Pierce,294.0
Escort,TNC,Snohomish,298.0
Personal Business,Walk,King,99599.0
Personal Business,Walk,Kitsap,11294.0
Personal Business,Walk,Pierce,27824.0
Personal Business,Walk,Snohomish,25208.0
Personal Business,Bike,King,8939.0
Personal Business,Bike,Kitsap,929.0
Personal Business,Bike,Pierce,3048.0
Personal Business,Bike,Snohomish,2703.0
Personal Business,SOV,King,345804.0
Personal Business,SOV,Kitsap,47976.0
Personal Business,SOV,Pierce,141408.0
Personal Business,SOV,Snohomish,134607.0
Personal Business,HOV2,King,218223.0
Personal Business,HOV2,Kitsap,30218.0
Personal Business,HOV2,Pierce,99188.0
Personal Business,HOV2,Snohomish,88799.0
Personal Business,HOV3+,King,128472.0
Personal Business,HOV3+,Kitsap,16690.0
Personal Business,HOV3+,Pierce,58847.0
Personal Business,HOV3+,Snohomish,54324.0
Personal Business,Transit,King,27792.0
Personal Business,Transit,Kitsap,1067.0
Personal Business,Transit,Pierce,1357.0
Personal Business,Transit,Snohomish,946.0
Personal Business,School Bus,King,4326.0
Personal Business,School Bus,Kitsap,454.0
Personal Business,School Bus,Pierce,1998.0
Personal Business,School Bus,Snohomish,1765.0
Personal Business,TNC,King,5887.0
Personal Business,TNC,Kitsap,442.0
Personal Business,TNC,Pierce,1542.0
Personal Business,TNC,Snohomish,1394.0
Shop,Walk,King,120014.0
Shop,Walk,Kitsap,11401.0
Shop,Walk,Pierce,29091.0
Shop,Walk,Snohomish,27551.0
Shop,Bike,King,9481.0
Shop,Bike,Kitsap,863.0
Shop,Bike,Pierce,3032.0
Shop,Bike,Snohomish,2609.0
Shop,SOV,King,385605.0
Shop,SOV,Kitsap,52222.0
Shop,SOV,Pierce,155039.0
Shop,SOV,Snohomish,149184.0
Shop,HOV2,King,213268.0
Shop,HOV2,Kitsap,28791.0
Shop,HOV2,Pierce,93679.0
Shop,HOV2,Snohomish,85503.0
Shop,HOV3+,King,118086.0
Shop,HOV3+,Kitsap,15152.0
Shop,HOV3+,Pierce,52799.0
Shop,HOV3+,Snohomish,49204.0
Shop,Transit,King,25607.0
Shop,Transit,Kitsap,1044.0
Shop,Transit,Pierce,1509.0
Shop,Transit,Snohomish,1044.0
Shop,School Bus,King,2732.0
Shop,School Bus,Kitsap,274.0
Shop,School Bus,Pierce,1212.0
Shop,School Bus,Snohomish,1089.0
Shop,TNC,King,4327.0
Shop,TNC,Kitsap,299.0
Shop,TNC,Pierce,945.0
Shop,TNC,Snohomish,952.0
Meal,Walk,King,100811.0
Meal,Walk,Kitsap,6731.0
Meal,Walk,Pierce,17250.0
Meal,Walk,Snohomish,16380.0
Meal,Bike,King,4948.0
Meal,Bike,Kitsap,317.0
Meal,Bike,Pierce,1214.0
Meal,Bike,Snohomish,1031.0
Meal,SOV,King,178799.0
Meal,SOV,Kitsap,16302.0
Meal,SOV,Pierce,57997.0
Meal,SOV,Snohomish,60410.0
Meal,HOV2,King,102072.0
Meal,HOV2,Kitsap,10091.0
Meal,HOV2,Pierce,35390.0
Meal,HOV2,Snohomish,34578.0
Meal,HOV3+,King,58055.0
Meal,HOV3+,Kitsap,5232.0
Meal,HOV3+,Pierce,20316.0
Meal,HOV3+,Snohomish,20670.0
Meal,Transit,King,17751.0
Meal,Transit,Kitsap,656.0
Meal,Transit,Pierce,1392.0
Meal,Transit,Snohomish,1258.0
Meal,School Bus,King,1794.0
Meal,School Bus,Kitsap,156.0
Meal,School Bus,Pierce,704.0
Meal,School Bus,Snohomish,645.0
Meal,TNC,King,23932.0
Meal,TNC,Kitsap,1313.0
Meal,TNC,Pierce,3857.0
Meal,TNC,Snohomish,4713.0
Social,Walk,King,222187.0
Social,Walk,Kitsap,25362.0
Social,Walk,Pierce,70472.0
Social,Walk,Snohomish,63485.0
Social,Bike,King,11028.0
Social,Bike,Kitsap,1132.0
Social,Bike,Pierce,3685.0
Social,Bike,Snohomish,3284.0
Social,SOV,King,290824.0
Social,SOV,Kitsap,33842.0
Social,SOV,Pierce,106175.0
Social,SOV,Snohomish,106713.0
Social,HOV2,King,219235.0
Social,HOV2,Kitsap,25245.0
Social,HOV2,Pierce,88031.0
Social,HOV2,Snohomish,82745.0
Social,HOV3+,King,144290.0
Social,HOV3+,Kitsap,16043.0
Social,HOV3+,Pierce,59849.0
Social,HOV3+,Snohomish,57558.0
Social,Transit,King,15065.0
Social,Transit,Kitsap,494.0
Social,Transit,Pierce,780.0
Social,Transit,Snohomish,502.0
Social,School Bus,King,3231.0
Social,School Bus,Kitsap,379.0
Social,School Bus,Pierce,1441.0
Social,School Bus,Snohomish,1305.0
Social,TNC,King,4730.0
Social,TNC,Kitsap,327.0
Social,TNC,Pierce,1073.0
Social,TNC,Snohomish,1077.0
Change Mode Inserted Purpose,SOV,King,22424.0
Change Mode Inserted Purpose,SOV,Kitsap,1521.0
Change Mode Inserted Purpose,SOV,Pierce,7159.0
Change Mode Inserted Purpose,SOV,Snohomish,7744.0
Change Mode Inserted Purpose,HOV2,King,630.0
Change Mode Inserted Purpose,HOV2,Kitsap,29.0
Change Mode Inserted Purpose,HOV2,Pierce,260.0
Change Mode Inserted Purpose,HOV2,Snohomish,183.0
Change Mode Inserted Purpose,Transit,King,23054.0
Change Mode Inserted Purpose,Transit,Kitsap,1550.0
Change Mode Inserted Purpose,Transit,Pierce,7419.0
Change Mode Inserted Purpose,Transit,Snohomish,7927.0
